"","beekeeper","apiary","date","hive","mite_count","treatment","moved_to","latitude","longitude"
"62","BeeSmart","Bonifonts",2020-01-30,"5.5555555555555552E-2",NA,"Thymovar","Kieggs",-43.887204,171.899166
"63","BeeSmart","Bonifonts",2020-01-30,"0.2638888888888889",NA,"Thymovar","kieggs",-43.887204,171.899166
"64","BeeSmart","Bonifonts",2020-01-31,"0.1388888888888889",NA,NA,NA,-43.887204,171.899166
"65","BeeSmart","Bonifonts",2020-01-31,"55;18",38,NA,NA,-43.887204,171.899166
"66","BeeSmart","Bonifonts",2020-01-31,"0.18055555555555555",29,NA,NA,-43.887204,171.899166
"67","BeeSmart","Bonifonts",2020-01-31,"0.22222222222222221",117,NA,NA,-43.887204,171.899166
"68","BeeSmart","Bonifonts",2020-01-31,"99;18",2,NA,NA,-43.887204,171.899166
"69","BeeSmart","Bonifonts",2020-01-31,"9.7222222222222224E-2",33,NA,"El Hangar",-43.887204,171.899166
"70","BeeSmart","Bonifonts",2020-01-31,"5.5555555555555552E-2",3,NA,NA,-43.887204,171.899166
"71","BeeSmart","Bonifonts",2020-01-31,"0.2638888888888889",38,NA,NA,-43.887204,171.899166
"72","BeeSmart","Bonifonts",2020-02-27,"0.1388888888888889",3,NA,NA,-43.887204,171.899166
"73","BeeSmart","Bonifonts",2020-02-27,"0.1388888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"74","BeeSmart","Bonifonts",2020-02-27,"55;18",NA,"Thymovar",NA,-43.887204,171.899166
"75","BeeSmart","Bonifonts",2020-02-27,"0.18055555555555555",NA,"Thymovar",NA,-43.887204,171.899166
"76","BeeSmart","Bonifonts",2020-02-27,"0.22222222222222221",NA,"Thymovar",NA,-43.887204,171.899166
"77","BeeSmart","Bonifonts",2020-02-27,"99;18",NA,"Thymovar",NA,-43.887204,171.899166
"78","BeeSmart","Bonifonts",2020-02-27,"9.7222222222222224E-2",NA,"Thymovar",NA,-43.887204,171.899166
"79","BeeSmart","Bonifonts",2020-02-27,"5.5555555555555552E-2",NA,"Thymovar",NA,-43.887204,171.899166
"80","BeeSmart","Bonifonts",2020-02-27,"0.2638888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"81","BeeSmart","Bonifonts",2020-04-10,"0.1388888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"82","BeeSmart","Bonifonts",2020-04-10,"55;18",NA,"Thymovar",NA,-43.887204,171.899166
"83","BeeSmart","Bonifonts",2020-04-10,"0.2638888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"84","BeeSmart","Bonifonts",2020-05-07,"0.1388888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"85","BeeSmart","Bonifonts",2020-05-07,"55;18",NA,"Thymovar",NA,-43.887204,171.899166
"86","BeeSmart","Bonifonts",2020-05-07,"0.2638888888888889",NA,"Thymovar",NA,-43.887204,171.899166
"87","BeeSmart","Kieggs",2020-04-09,"90;18",21,NA,"Verns",-43.9188336,171.758653
"88","BeeSmart","Kieggs",2020-04-09,"0.1388888888888889",0,NA,"Verns",-43.9188336,171.758653
"89","BeeSmart","Kieggs",2020-04-09,"55;18",0,NA,"Verns",-43.9188336,171.758653
"90","BeeSmart","Kieggs",2020-07-31,"90;18",NA,"Thymovar",NA,-43.9188336,171.758653
"91","BeeSmart","El Hangar",2020-01-21,"50;18",80,NA,NA,-43.900416,171.92167
"92","BeeSmart","El Hangar",2020-01-21,"84;18",8,NA,NA,-43.900416,171.92167
"93","BeeSmart","El Hangar",2020-01-21,"1043;18",16,NA,NA,-43.900416,171.92167
"94","BeeSmart","El Hangar",2020-01-21,"1043;18",27,NA,NA,-43.900416,171.92167
"95","BeeSmart","El Hangar",2020-01-21,"109;18",15,NA,NA,-43.900416,171.92167
"96","BeeSmart","El Hangar",2020-02-20,"50;18",4,NA,NA,-43.900416,171.92167
"97","BeeSmart","El Hangar",2020-02-20,"84;18",0,NA,NA,-43.900416,171.92167
"98","BeeSmart","El Hangar",2020-02-20,"1043;18",0,NA,NA,-43.900416,171.92167
"99","BeeSmart","El Hangar",2020-04-12,"50;18",1,NA,NA,-43.900416,171.92167
"100","BeeSmart","El Hangar",2020-04-12,"84;18",2,NA,NA,-43.900416,171.92167
"101","BeeSmart","El Hangar",2020-04-12,"1043;18",0,NA,NA,-43.900416,171.92167
"102","BeeSmart","El Hangar",2020-04-12,"109;18",0,NA,NA,-43.900416,171.92167
"103","BeeSmart","El Hangar",2020-04-12,"0.2638888888888889",0,NA,NA,-43.900416,171.92167
"104","BeeSmart","El Hangar",2020-01-30,"50;18",NA,"Thymovar",NA,-43.900416,171.92167
"105","BeeSmart","El Hangar",2020-01-30,"84;18",NA,"Thymovar",NA,-43.900416,171.92167
"106","BeeSmart","El Hangar",2020-01-30,"1043;18",NA,NA,NA,-43.900416,171.92167
"107","BeeSmart","El Hangar",2020-01-30,"1043;18",NA,"Thymovar",NA,-43.900416,171.92167
"108","BeeSmart","El Hangar",2020-01-30,"109;18",NA,"Thymovar",NA,-43.900416,171.92167
"109","BeeSmart","El Hangar",2020-01-30,"0.2638888888888889",NA,NA,NA,-43.900416,171.92167
"110","BeeSmart","El Hangar",2020-04-12,"50;18",NA,"Thymovar",NA,-43.900416,171.92167
"111","BeeSmart","El Hangar",2020-04-12,"84;18",NA,"Thymovar",NA,-43.900416,171.92167
"112","BeeSmart","El Hangar",2020-04-12,"1043;18",NA,NA,NA,-43.900416,171.92167
"113","BeeSmart","El Hangar",2020-04-12,"1043;18",NA,"Thymovar",NA,-43.900416,171.92167
"114","BeeSmart","El Hangar",2020-04-12,"109;18",NA,"Thymovar",NA,-43.900416,171.92167
"115","BeeSmart","El Hangar",2020-04-12,"0.2638888888888889",NA,"Thymovar",NA,-43.900416,171.92167
"116","BeeSmart","El Hangar",2020-05-07,"50;18",NA,"Thymovar",NA,-43.900416,171.92167
"117","BeeSmart","El Hangar",2020-05-07,"84;18",NA,"Thymovar",NA,-43.900416,171.92167
"118","BeeSmart","El Hangar",2020-05-07,"1043;18",NA,NA,NA,-43.900416,171.92167
"119","BeeSmart","El Hangar",2020-05-07,"1043;18",NA,"Thymovar",NA,-43.900416,171.92167
"120","BeeSmart","El Hangar",2020-05-07,"109;18",NA,"Thymovar",NA,-43.900416,171.92167
"121","BeeSmart","El Hangar",2020-05-07,"0.2638888888888889",NA,"Thymovar",NA,-43.900416,171.92167
"122","BeeSmart","El Hangar",2020-07-31,"84;18",NA,"Thymovar",NA,-43.900416,171.92167
"123","BeeSmart","El Hangar",2020-12-21,"300r",0,NA,NA,-43.900416,171.92167
"124","BeeSmart","El Hangar",2020-12-21,"20/20rb",19,NA,NA,-43.900416,171.92167
"125","BeeSmart","El Hangar",2020-12-21,"17/20b",1,NA,NA,-43.900416,171.92167
"126","BeeSmart","El Hangar",2020-12-21,"12/20r",1,NA,NA,-43.900416,171.92167
"127","BeeSmart","El Hangar",2020-12-21,"19/17rb",1,NA,NA,-43.900416,171.92167
"128","BeeSmart","Allens",2020-04-12,"0.72222222222222221",12,NA,NA,-43.927062,171.773776
"129","BeeSmart","Allens",2020-04-12,"0.76388888888888884",13,NA,NA,-43.927062,171.773776
"130","BeeSmart","Allens",2020-04-12,"0.80555555555555547",32,NA,NA,-43.927062,171.773776
"131","BeeSmart","Allens",2020-04-12,"43;18",2,NA,NA,-43.927062,171.773776
"132","BeeSmart","Allens",2020-04-12,"1040;18",2,NA,NA,-43.927062,171.773776
"133","BeeSmart","Allens",2020-04-12,"57;18",12,NA,NA,-43.927062,171.773776
"134","BeeSmart","Allens",2020-04-12,"1041;18",1,NA,NA,-43.927062,171.773776
"135","BeeSmart","Allens",2020-04-12,"58;18",7,NA,NA,-43.927062,171.773776
"136","BeeSmart","Allens",2020-04-12,"1042;18",8,NA,NA,-43.927062,171.773776
"137","BeeSmart","Allens",2020-04-12,"0.84722222222222221",16,NA,NA,-43.927062,171.773776
"138","BeeSmart","Allens",2020-04-12,"1038;18",27,NA,NA,-43.927062,171.773776
"139","BeeSmart","Allens",2020-04-12,"96;18",0,NA,NA,-43.927062,171.773776
"140","BeeSmart","Allens",2020-04-12,"0.88888888888888884",1,NA,NA,-43.927062,171.773776
"141","BeeSmart","Allens",2020-04-12,"0.72222222222222221",NA,"Thymovar",NA,-43.927062,171.773776
"142","BeeSmart","Allens",2020-04-12,"0.76388888888888884",NA,"Thymovar",NA,-43.927062,171.773776
"143","BeeSmart","Allens",2020-04-12,"0.80555555555555547",NA,"Thymovar",NA,-43.927062,171.773776
"144","BeeSmart","Allens",2020-04-12,"43;18",NA,"Thymovar",NA,-43.927062,171.773776
"145","BeeSmart","Allens",2020-04-12,"1040;18",NA,"Thymovar",NA,-43.927062,171.773776
"146","BeeSmart","Allens",2020-04-12,"57;18",NA,"Thymovar",NA,-43.927062,171.773776
"147","BeeSmart","Allens",2020-04-12,"1041;18",NA,"Thymovar",NA,-43.927062,171.773776
"148","BeeSmart","Allens",2020-04-12,"58;18",NA,"Thymovar",NA,-43.927062,171.773776
"149","BeeSmart","Allens",2020-04-12,"1042;18",NA,"Thymovar",NA,-43.927062,171.773776
"150","BeeSmart","Allens",2020-04-12,"0.84722222222222221",NA,"Thymovar",NA,-43.927062,171.773776
"151","BeeSmart","Allens",2020-04-12,"1038;18",NA,"Thymovar",NA,-43.927062,171.773776
"152","BeeSmart","Allens",2020-04-12,"96;18",NA,"Thymovar",NA,-43.927062,171.773776
"153","BeeSmart","Allens",2020-04-12,"0.88888888888888884",NA,"Thymovar",NA,-43.927062,171.773776
"154","BeeSmart","Allens",2020-05-07,"0.72222222222222221",NA,"Thymovar",NA,-43.927062,171.773776
"155","BeeSmart","Allens",2020-05-07,"0.76388888888888884",NA,"Thymovar",NA,-43.927062,171.773776
"156","BeeSmart","Allens",2020-05-07,"0.80555555555555547",NA,"Thymovar",NA,-43.927062,171.773776
"157","BeeSmart","Allens",2020-05-07,"43;18",NA,"Thymovar",NA,-43.927062,171.773776
"158","BeeSmart","Allens",2020-05-07,"1040;18",NA,"Thymovar",NA,-43.927062,171.773776
"159","BeeSmart","Allens",2020-05-07,"57;18",NA,"Thymovar",NA,-43.927062,171.773776
"160","BeeSmart","Allens",2020-05-07,"1041;18",NA,"Thymovar",NA,-43.927062,171.773776
"161","BeeSmart","Allens",2020-05-07,"58;18",NA,"Thymovar",NA,-43.927062,171.773776
"162","BeeSmart","Allens",2020-05-07,"1042;18",NA,"Thymovar",NA,-43.927062,171.773776
"163","BeeSmart","Allens",2020-05-07,"0.84722222222222221",NA,"Thymovar",NA,-43.927062,171.773776
"164","BeeSmart","Allens",2020-05-07,"1038;18",NA,"Thymovar",NA,-43.927062,171.773776
"165","BeeSmart","Allens",2020-05-07,"96;18",NA,"Thymovar",NA,-43.927062,171.773776
"166","BeeSmart","Allens",2020-05-07,"0.88888888888888884",NA,"Thymovar",NA,-43.927062,171.773776
"167","BeeSmart","Allens",2020-07-13,"0.72222222222222221",0,NA,NA,-43.927062,171.773776
"168","BeeSmart","Allens",2020-07-13,"0.76388888888888884",13,NA,NA,-43.927062,171.773776
"169","BeeSmart","Allens",2020-07-13,"0.80555555555555547",19,NA,NA,-43.927062,171.773776
"170","BeeSmart","Allens",2020-07-13,"43;18",0,NA,NA,-43.927062,171.773776
"171","BeeSmart","Allens",2020-07-13,"1040;18",1,NA,NA,-43.927062,171.773776
"172","BeeSmart","Allens",2020-07-13,"57;18",5,NA,NA,-43.927062,171.773776
"173","BeeSmart","Allens",2020-07-13,"1041;18",1,NA,NA,-43.927062,171.773776
"174","BeeSmart","Allens",2020-07-13,"58;18",16,NA,NA,-43.927062,171.773776
"175","BeeSmart","Allens",2020-07-13,"1042;18",1,NA,NA,-43.927062,171.773776
"176","BeeSmart","Allens",2020-07-13,"0.84722222222222221",20,NA,NA,-43.927062,171.773776
"177","BeeSmart","Allens",2020-07-13,"1038;18",19,NA,NA,-43.927062,171.773776
"178","BeeSmart","Allens",2020-07-13,"96;18",0,NA,NA,-43.927062,171.773776
"179","BeeSmart","Allens",2020-07-13,"0.88888888888888884",1,NA,NA,-43.927062,171.773776
"180","BeeSmart","Allens",2020-08-17,"0.72222222222222221",3,NA,NA,-43.927062,171.773776
"181","BeeSmart","Allens",2020-08-17,"0.80555555555555547",NA,NA,NA,-43.927062,171.773776
"182","BeeSmart","Allens",2020-08-17,"43;18",8,NA,NA,-43.927062,171.773776
"183","BeeSmart","Allens",2020-08-17,"1040;18",0,NA,NA,-43.927062,171.773776
"184","BeeSmart","Allens",2020-08-17,"57;18",25,NA,NA,-43.927062,171.773776
"185","BeeSmart","Allens",2020-08-17,"1041;18",6,NA,NA,-43.927062,171.773776
"186","BeeSmart","Allens",2020-08-17,"1042;18",NA,NA,NA,-43.927062,171.773776
"187","BeeSmart","Allens",2020-08-17,"0.84722222222222221",4,NA,NA,-43.927062,171.773776
"188","BeeSmart","Allens",2020-08-17,"96;18",NA,NA,NA,-43.927062,171.773776
"189","BeeSmart","Allens",2020-08-17,"0.88888888888888884",1,NA,NA,-43.927062,171.773776
"190","BeeSmart","Allens",2020-07-31,"0.76388888888888884",NA,"Thymovar",NA,-43.927062,171.773776
"191","BeeSmart","Allens",2020-07-31,"58;18",NA,"Thymovar",NA,-43.927062,171.773776
"192","BeeSmart","Allens",2020-07-31,"1038;18",NA,"Thymovar",NA,-43.927062,171.773776
"193","BeeSmart","Allens",2020-07-31,"96;18",NA,"Thymovar",NA,-43.927062,171.773776
"194","BeeSmart","Allens",2021-02-15,"14/21b",1,NA,NA,-43.927062,171.773776
"195","BeeSmart","Allens",2021-02-15,"15/21r",3,NA,NA,-43.927062,171.773776
"196","BeeSmart","Allens",2021-02-15,"16/21rb",1,NA,NA,-43.927062,171.773776
"197","BeeSmart","Allens",2021-02-15,"17/21b",17,NA,NA,-43.927062,171.773776
"198","BeeSmart","Allens",2021-02-15,"18/21r",14,NA,NA,-43.927062,171.773776
"199","BeeSmart","Allens",2021-02-15,"19/21rb",6,NA,NA,-43.927062,171.773776
"200","BeeSmart","Allens",2021-02-15,"20/21b",14,NA,NA,-43.927062,171.773776
"201","BeeSmart","Allens",2020-12-22,"18;20",0,NA,NA,-43.927062,171.773776
"202","BeeSmart","Allens",2020-12-22,"43;18",0,NA,NA,-43.927062,171.773776
"203","BeeSmart","Allens",2020-12-22,"57;18",5,NA,NA,-43.927062,171.773776
"204","BeeSmart","Allens",2020-12-22,"30/D",0,NA,NA,-43.927062,171.773776
"205","BeeSmart","Allens",2020-12-22,"22;20/55;18",2,NA,NA,-43.927062,171.773776
"206","BeeSmart","Allens",2020-12-22,"21;21",0,NA,NA,-43.927062,171.773776
"207","BeeSmart","Marriots",2020-01-22,"1031/18",0,NA,NA,-43.919121,171.789196
"208","BeeSmart","Marriots",2020-02-01,"1039/18",1,NA,NA,-43.919121,171.789196
"209","BeeSmart","Marriots",2020-04-12,"1039/18",NA,"Thymovar",NA,-43.919121,171.789196
"210","BeeSmart","Marriots",2020-04-12,"1031/18",NA,"Thymovar",NA,-43.919121,171.789196
"211","BeeSmart","Marriots",2020-04-12,"1032/18",NA,"Thymovar",NA,-43.919121,171.789196
"212","BeeSmart","Marriots",2020-05-07,"1039/18",NA,"Thymovar",NA,-43.919121,171.789196
"213","BeeSmart","Marriots",2020-05-07,"1031/18",NA,"Thymovar",NA,-43.919121,171.789196
"214","BeeSmart","Marriots",2020-05-07,"1032/18",NA,"Thymovar",NA,-43.919121,171.789196
"215","BeeSmart","Marriots",2020-07-13,"1039/18",0,NA,NA,-43.919121,171.789196
"216","BeeSmart","Marriots",2020-07-13,"1031/18",31,NA,NA,-43.919121,171.789196
"217","BeeSmart","Marriots",2020-07-13,"1032/18",47,NA,NA,-43.919121,171.789196
"218","BeeSmart","Marriots",2020-08-17,"1039/18",3,NA,NA,-43.919121,171.789196
"219","BeeSmart","Marriots",2020-07-31,"1031/18",NA,"Thymovar",NA,-43.919121,171.789196
"220","BeeSmart","Marriots",2020-07-31,"1032/18",NA,"Thymovar",NA,-43.919121,171.789196
"221","BeeSmart","Marriots",2020-12-22,NA,1,NA,NA,-43.919121,171.789196
"222","BeeSmart","Marriots",2020-12-22,NA,0,NA,NA,-43.919121,171.789196
"223","BeeSmart","Marriots",2020-12-22,NA,1,NA,NA,-43.919121,171.789196
"224","BeeSmart","Marriots",2020-12-22,NA,0,NA,NA,-43.919121,171.789196
"225","BeeSmart","Tims",2020-04-12,"26/18",NA,"Thymovar",NA,-43.917204,171.788303
"226","BeeSmart","Tims",2020-04-12,"102/18",NA,"Thymovar",NA,-43.917204,171.788303
"227","BeeSmart","Tims",2020-04-12,"77/18",NA,"Thymovar",NA,-43.917204,171.788303
"228","BeeSmart","Tims",2020-05-07,"26/18",NA,"Thymovar",NA,-43.917204,171.788303
"229","BeeSmart","Tims",2020-05-07,"102/18",NA,"Thymovar",NA,-43.917204,171.788303
"230","BeeSmart","Tims",2020-05-07,"77/18",NA,"Thymovar",NA,-43.917204,171.788303
"231","BeeSmart","Tims",2020-07-13,"26/18",14,NA,NA,-43.917204,171.788303
"232","BeeSmart","Tims",2020-07-13,"102/18",8,NA,NA,-43.917204,171.788303
"233","BeeSmart","Tims",2020-07-13,"77/18",2,NA,NA,-43.917204,171.788303
"234","BeeSmart","Tims",2020-08-17,"26/18",NA,NA,NA,-43.917204,171.788303
"235","BeeSmart","Tims",2020-08-17,"102/18",1,NA,NA,-43.917204,171.788303
"236","BeeSmart","Tims",2020-08-17,"77/18",2,NA,NA,-43.917204,171.788303
"237","BeeSmart","Tims",2020-08-03,"26/18",NA,"Thymovar",NA,-43.917204,171.788303
"238","BeeSmart","Tims",2020-12-22,"50/18b",1,NA,NA,-43.917204,171.788303
"239","BeeSmart","Tims",2020-12-22,"77/18r",15,NA,NA,-43.917204,171.788303
"240","BeeSmart","Tims",2020-12-22,"84/18rb",0,NA,NA,-43.917204,171.788303
"241","BeeSmart","Tims",2020-12-22,"102/18b",1,NA,NA,-43.917204,171.788303
"242","BeeSmart","Tims",2020-12-22,"109/18r",0,NA,NA,-43.917204,171.788303
"243","BeeSmart","Tims",2020-12-22,"1043/18rb",1,NA,NA,-43.917204,171.788303
"244","BeeSmart","Tims",2021-02-15,"102/18b",7,NA,NA,-43.917204,171.788303
"245","BeeSmart","Tims",2021-02-15,"11/21r",5,NA,NA,-43.917204,171.788303
"246","BeeSmart","Tims",2021-02-15,"10/21rb",10,NA,NA,-43.917204,171.788303
"247","BeeSmart","Tims",2021-02-15,"9/21b",5,NA,NA,-43.917204,171.788303
"248","BeeSmart","Tims",2021-02-15,"8/21r",4,NA,NA,-43.917204,171.788303
"249","BeeSmart","Tims",2021-02-15,"12/21rb",2,NA,NA,-43.917204,171.788303
"250","BeeSmart","Lavender Farm",2020-04-12,"301",NA,"Thymovar",NA,-43.640502,171.685275
"251","BeeSmart","Lavender Farm",2020-04-12,"300",NA,"Thymovar",NA,-43.640502,171.685275
"252","BeeSmart","Lavender Farm",2020-05-07,"301",NA,"Thymovar",NA,-43.640502,171.685275
"253","BeeSmart","Lavender Farm",2020-05-07,"300",NA,"Thymovar",NA,-43.640502,171.685275
"254","BeeSmart","Lavender Farm",2020-07-13,"300",1,NA,NA,-43.640502,171.685275
"255","BeeSmart","Lavender Farm",2020-07-13,"300",0,NA,NA,-43.640502,171.685275
"256","BeeSmart","Lavender Farm",2020-08-17,"300",5,NA,NA,-43.640502,171.685275
"257","BeeSmart","Lavender Farm",2020-08-17,"300",0,NA,NA,-43.640502,171.685275
"258","Abbey","RDR Bottom",2020-08-05,"1",0,NA,NA,-43.8495,171.267
"259","Abbey","RDR Bottom",2020-08-05,"2",0,NA,NA,-43.8495,171.267
"260","Abbey","RDR Bottom",2020-08-05,"3",1,NA,NA,-43.8495,171.267
"261","Abbey","RDR Bottom",2020-08-05,"4",0,NA,NA,-43.8495,171.267
"262","Abbey","RDR Bottom",2020-08-05,"5",0,NA,NA,-43.8495,171.267
"263","Abbey","RDR Bottom",2020-08-05,"6",3,NA,NA,-43.8495,171.267
"264","Abbey","RDR Bottom",2020-12-13,"1",2,NA,NA,-43.8495,171.267
"265","Abbey","RDR Bottom",2020-12-13,"2",0,NA,NA,-43.8495,171.267
"266","Abbey","RDR Bottom",2020-12-13,"3",0,NA,NA,-43.8495,171.267
"267","Abbey","RDR Bottom",2020-12-13,"4",1,NA,NA,-43.8495,171.267
"268","Abbey","RDR Bottom",2020-12-13,"5",1,NA,NA,-43.8495,171.267
"269","Abbey","RDR Bottom",2020-12-13,"6",0,NA,NA,-43.8495,171.267
"270","Abbey","RDR Bottom",2021-01-24,"1",6,NA,NA,-43.8495,171.267
"271","Abbey","RDR Bottom",2021-01-24,"x",9,NA,NA,-43.8495,171.267
"272","Abbey","RDR Bottom",2021-03-07,"1",0,NA,NA,-43.8495,171.267
"273","Abbey","RDR Bottom",2021-03-07,"2",0,NA,NA,-43.8495,171.267
"274","Abbey","RDR Bottom",2021-03-07,"3",8,NA,NA,-43.8495,171.267
"275","Abbey","RDR Bottom",2021-03-07,"4",6,NA,NA,-43.8495,171.267
"276","Abbey","RDR Bottom",2021-03-07,"5",1,NA,NA,-43.8495,171.267
"277","Abbey","RDR Bottom",2021-03-07,"6",1,NA,NA,-43.8495,171.267
"278","Abbey","Greeneys",2020-08-05,"1",0,NA,NA,-43.804206,171.282403
"279","Abbey","Greeneys",2020-08-05,"2",0,NA,NA,-43.804206,171.282403
"280","Abbey","Greeneys",2020-08-05,"3",0,NA,NA,-43.804206,171.282403
